"id","method","path","summary","request_schema","success_response_schema","error_response_schemas","status","issue","frontend_target","destructive","confirmation","backend_prerequisite","canonical_status","last_verified"
"175","PUT","/merchant-owner/places/{placeId}/information","Merchant 장소 정보 등록 및 수정","MerchantPlaceInformationUpdateRequest","200:MerchantPlaceInformationResponse","400:ValidationErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::updateMerchantPlaceInformation -> src/hooks/useMerchantStore.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"176","GET","/merchant-owner/places/{placeId}/media","Merchant Owner 탐색 미디어 조회","-","200:MerchantOwnerMediaResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::getMerchantPlaceMedia -> src/hooks/useMerchantPlaceOperations.ts","no","useMerchantPlaceOperations; displayOrder 이동 위치/업로드 후 완료 등록","없음; 현재 문서 계약과 요청 필드 연결 확인","merchant: documented","2026-09-16T10:57:26.133Z"
"177","POST","/merchant-owner/places/{placeId}/media","Merchant Owner 업로드 완료 탐색 미디어 등록","MerchantOwnerMediaCreateRequest","201:PlaceMediaItem","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::createMerchantPlaceMedia -> src/hooks/useMerchantPlaceOperations.ts","review-required","useMerchantPlaceOperations; displayOrder 이동 위치/업로드 후 완료 등록","없음; 현재 문서 계약과 요청 필드 연결 확인","merchant: documented","2026-09-16T10:57:26.133Z"
"178","PUT","/merchant-owner/places/{placeId}/media/representative","Merchant Owner 대표 미디어 지정","MerchantOwnerRepresentativeMediaUpdateRequest","200:MerchantOwnerMediaResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::updateMerchantRepresentativeMedia -> src/hooks/useMerchantPlaceOperations.ts","review-required","useMerchantPlaceOperations; displayOrder 이동 위치/업로드 후 완료 등록","없음; 현재 문서 계약과 요청 필드 연결 확인","merchant: documented","2026-09-16T10:57:26.133Z"
"179","POST","/merchant-owner/places/{placeId}/media/upload-url","Merchant Owner 탐색 미디어 업로드 URL 발급","MerchantOwnerMediaUploadRequest","200:MerchantOwnerMediaUploadResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::requestMerchantPlaceMediaUploadUrl -> src/hooks/useMerchantPlaceOperations.ts","no","useMerchantPlaceOperations; displayOrder 이동 위치/업로드 후 완료 등록","없음; 현재 문서 계약과 요청 필드 연결 확인","merchant: documented","2026-09-16T10:57:26.133Z"
"180","DELETE","/merchant-owner/places/{placeId}/media/{mediaId}","Merchant Owner 탐색 미디어 삭제","-","200:-","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::deleteMerchantPlaceMedia -> src/hooks/useMerchantPlaceOperations.ts","review-required","useMerchantPlaceOperations; displayOrder 이동 위치/업로드 후 완료 등록","없음; 현재 문서 계약과 요청 필드 연결 확인","merchant: documented","2026-09-16T10:57:26.133Z"
"181","PATCH","/merchant-owner/places/{placeId}/media/{mediaId}","Merchant Owner 탐색 미디어 순서 변경","MerchantOwnerMediaOrderUpdateRequest","200:PlaceMediaItem","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::updateMerchantPlaceMediaOrder -> src/hooks/useMerchantPlaceOperations.ts","no","useMerchantPlaceOperations; displayOrder 이동 위치/업로드 후 완료 등록","없음; 현재 문서 계약과 요청 필드 연결 확인","merchant: documented","2026-09-16T10:57:26.133Z"
"182","GET","/merchant-owner/places/{placeId}/members","Merchant 장소 팀원 목록 조회","-","200:MerchantTeamMemberResponse[]","401:ErrorResponse|403:ErrorResponse","missing","#204","호출 근거 없음","no","해당 없음","팀원 관리는 현재 제품 범위 제외; 서버 차단 아님","merchant: documented","2026-09-16T10:57:26.133Z"
"183","POST","/merchant-owner/places/{placeId}/members/invitations","Merchant 장소 팀원 초대","MerchantTeamInviteRequest","201:MerchantTeamInvitationResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","missing","#204","호출 근거 없음","review-required","호출 연결 확인; 작업 UI 검증 별도","팀원 관리는 현재 제품 범위 제외; 서버 차단 아님","merchant: documented","2026-09-16T10:57:26.133Z"
"184","DELETE","/merchant-owner/places/{placeId}/members/{memberId}","Merchant 장소 팀원 권한 회수","-","204:-","401:ErrorResponse|403:ErrorResponse","missing","#204","호출 근거 없음","review-required","호출 연결 확인; 작업 UI 검증 별도","팀원 관리는 현재 제품 범위 제외; 서버 차단 아님","merchant: documented","2026-09-16T10:57:26.133Z"
"185","PATCH","/merchant-owner/places/{placeId}/members/{memberId}","Merchant 장소 팀원 권한 변경","MerchantTeamRoleUpdateRequest","200:MerchantTeamMemberResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","missing","#204","호출 근거 없음","review-required","호출 연결 확인; 작업 UI 검증 별도","팀원 관리는 현재 제품 범위 제외; 서버 차단 아님","merchant: documented","2026-09-16T10:57:26.133Z"
"186","GET","/merchant-owner/places/{placeId}/menus","Merchant 장소 메뉴 목록 조회","-","200:PlaceMenuResponse[]","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantPlaceMenus -> src/hooks/useMerchantPlaceMenus.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"187","POST","/merchant-owner/places/{placeId}/menus","장소 메뉴 등록","PlaceMenuCreateRequest","201:PlaceMenuResponse","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::createMerchantPlaceMenu -> src/hooks/useMerchantPlaceMenus.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"188","GET","/merchant-owner/places/{placeId}/menus/{menuId}","Merchant 장소 메뉴 상세 조회","-","200:PlaceMenuResponse","401:ErrorResponse|403:ErrorResponse","alternative","#207","메뉴 목록 또는 통합 신청 상세의 첨부 배열 사용; 단건 API 직접 호출 없음","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"189","PATCH","/merchant-owner/places/{placeId}/menus/{menuId}","Merchant 장소 메뉴 수정","PlaceMenuUpdateRequest","200:PlaceMenuResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::updateMerchantPlaceMenu -> src/hooks/useMerchantPlaceMenus.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"190","POST","/merchant-owner/places/{placeId}/menus/{menuId}/deactivate","Merchant 장소 메뉴 비활성화","-","200:-","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::deactivateMerchantPlaceMenu -> src/hooks/useMerchantPlaceMenus.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"191","PATCH","/merchant-owner/places/{placeId}/menus/{menuId}/order","Merchant 장소 메뉴 표시 순서 변경","PlaceMenuOrderRequest","200:PlaceMenuResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::updateMerchantPlaceMenuOrder -> src/hooks/useMerchantPlaceMenus.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"192","PATCH","/merchant-owner/places/{placeId}/menus/{menuId}/status","Merchant 장소 메뉴 상태 변경","PlaceMenuStatusRequest","200:PlaceMenuResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::updateMerchantPlaceMenuStatus -> src/hooks/useMerchantPlaceMenus.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"193","GET","/merchant-owner/places/{placeId}/operating","Merchant Owner 장소 운영 정보 조회","-","200:MerchantOwnerOperatingResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantPlaceOperating -> src/hooks/useMerchantPlaceOperations.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"194","GET","/merchant-owner/places/{placeId}/operating-notices","점주 상점 운영 상태 공지 목록 조회","-","200:PlaceOperatingNoticeListResponse","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantOperatingNotices -> src/hooks/useMerchantOperatingNotices.ts,src/hooks/useMerchantStore.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"195","POST","/merchant-owner/places/{placeId}/operating-notices","점주 상점 운영 상태 공지 생성","PlaceOperatingNoticeCreateRequest","201:PlaceOperatingNoticeResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::createMerchantOperatingNotice -> src/hooks/useMerchantOperatingNotices.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"196","PATCH","/merchant-owner/places/{placeId}/operating-notices/{noticeId}","점주 상점 운영 상태 공지 수정","PlaceOperatingNoticeUpdateRequest","200:PlaceOperatingNoticeResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::updateMerchantOperatingNotice -> src/hooks/useMerchantOperatingNotices.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"197","POST","/merchant-owner/places/{placeId}/operating-notices/{noticeId}/cancel","점주 상점 운영 상태 공지 취소","PlaceOperatingNoticeCancelRequest","200:PlaceOperatingNoticeResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::cancelMerchantOperatingNotice -> src/hooks/useMerchantOperatingNotices.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"198","PUT","/merchant-owner/places/{placeId}/operating-schedule","Merchant Owner 장소 영업시간 변경","MerchantOwnerOperatingScheduleUpdateRequest","200:MerchantOwnerOperatingScheduleResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::updateMerchantPlaceOperatingSchedule -> src/hooks/useMerchantPlaceOperations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"199","PATCH","/merchant-owner/places/{placeId}/operating-status","Merchant Owner 장소 운영 상태 변경","MerchantOwnerOperatingStatusUpdateRequest","200:MerchantOwnerOperatingResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::updateMerchantPlaceOperatingStatus -> src/hooks/useMerchantPlaceOperations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"200","GET","/merchant-owner/places/{placeId}/reviews","점주 리뷰 관리 목록 조회","-","200:MerchantPlaceReviewPageResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#217","src/api/merchantStoreApi.ts::getMerchantPlaceReviews -> src/hooks/useMerchantPlaceReviews.ts","no","해당 없음","recommendReasons/reviewMedia 표시 연동; 컴포넌트 모의 QA 완료; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"201","POST","/merchant-owner/places/{placeId}/reviews/{reviewId}/deletion-requests","점주 리뷰 숨김 및 삭제 신청","PlaceReviewDeletionRequestCreateRequest","200:MerchantPlaceReviewDeletionRequestResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::createMerchantPlaceReviewDeletionRequest -> src/hooks/useMerchantPlaceReviews.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"202","GET","/merchant-owner/reservable-products","내 예약 상품 목록 조회","-","200:ReservableProductResponse[]","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantReservableProducts -> src/hooks/useMerchantReservationOperations.ts,src/hooks/useMerchantReservationProducts.ts,src/hooks/useMerchantReservationSetup.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"203","POST","/merchant-owner/reservable-products","예약 상품 등록","ReservableProductCreateRequest","201:ReservableProductResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::createMerchantReservableProduct -> src/hooks/useMerchantReservationProducts.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"204","POST","/merchant-owner/reservable-products/{productId}/activate","예약 상품 활성화","-","200:ReservableProductResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::activateMerchantReservableProduct -> src/hooks/useMerchantReservationProducts.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"205","POST","/merchant-owner/reservable-products/{productId}/deactivate","예약 상품 비활성화","-","200:ReservableProductResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::deactivateMerchantReservableProduct -> src/hooks/useMerchantReservationProducts.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"206","GET","/merchant-owner/reservations","소유 장소 예약 목록 조회","-","200:ReservationPageResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::getMerchantReservations -> src/hooks/useMerchantReservationOperations.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"207","POST","/merchant-owner/reservations/{reservationId}/cancel","예약 취소","-","200:ReservationResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantStoreApi.ts::cancelMerchantReservation -> src/hooks/useMerchantReservationOperations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"208","GET","/merchant-owner/verified-boost-executions","내 Verified Boost 집행 목록 조회","-","200:VerifiedBoostExecutionPageResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::getMerchantVerifiedBoostExecutions -> src/hooks/useMerchantVerifiedBoost.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"209","POST","/merchant-owner/verified-boost-executions","Verified Boost 집행 시작","VerifiedBoostExecutionStartRequest","200:VerifiedBoostExecutionResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::startMerchantVerifiedBoostExecution -> src/hooks/useMerchantVerifiedBoost.ts","no","선택 완료 항목에서만 시작","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"210","POST","/merchant-owner/verified-boost-executions/{executionId}/stop","Verified Boost 집행 중단","-","200:VerifiedBoostExecutionResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::stopMerchantVerifiedBoostExecution -> src/hooks/useMerchantVerifiedBoost.ts","yes","중단 확인 dialog + 명시적 확정","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"211","GET","/merchant-owner/verified-boost-products","선택 가능한 Verified Boost 활성 상품 목록 조회","-","200:MerchantVerifiedBoostProductPageResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::getMerchantVerifiedBoostProducts -> src/hooks/useMerchantVerifiedBoost.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"212","GET","/merchant-owner/verified-boost-selections","내 Verified Boost 선택 목록 조회","-","200:VerifiedBoostSelectionPageResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::getMerchantVerifiedBoostSelections -> src/hooks/useMerchantVerifiedBoost.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"213","POST","/merchant-owner/verified-boost-selections","Verified Boost 상품 선택","VerifiedBoostSelectionCreateRequest","200:VerifiedBoostSelectionResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantStoreApi.ts::createMerchantVerifiedBoostSelection -> src/hooks/useMerchantVerifiedBoost.ts","no","상품·장소를 확인한 뒤 명시적 선택","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"214","GET","/users/me/merchant-owner-profile","내 Merchant Owner 신청 조회","-","200:MerchantOwnerProfileResponse","401:ErrorResponse|403:ErrorResponse","implemented","#207","src/api/merchantOnboardingApi.ts::getMerchantOwnerApplicationProfile -> src/api/merchantOnboardingApi.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"215","POST","/users/me/merchant-owner-profile","Merchant Owner 신청","MerchantOwnerProfileRequest","200:MerchantOwnerProfileResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","missing","#207","src/api/merchantOnboardingApi.ts::createMerchantOwnerApplicationProfile -> no callers","no","필수 입력·이메일 검증","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"216","PUT","/users/me/merchant-owner-profile","내 Merchant Owner 프로필 수정","MerchantOwnerProfileRequest","200:MerchantOwnerProfileResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","missing","#207","src/api/merchantOnboardingApi.ts::updateMerchantOwnerApplicationProfile -> no callers","no","필수 입력·이메일 검증","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"217","GET","/users/me/merchant-place-applications","내 Merchant 장소 신청 목록 조회","-","200:MerchantPlaceApplicationPageResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantPlaceApplicationApi.ts::getMerchantPlaceApplications -> src/api/merchantPlaceApplicationApi.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"218","POST","/users/me/merchant-place-applications","Merchant 장소 신청 생성","MerchantPlaceApplicationRequest","200:MerchantPlaceApplicationResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantPlaceApplicationApi.ts::createMerchantPlaceApplication -> src/hooks/useMerchantPlaceApplications.ts,src/hooks/useMerchantPlaceRegistrations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"219","GET","/users/me/merchant-place-applications/{applicationId}/attachments","Merchant 장소 신청 첨부파일 목록 조회","-","200:MerchantPlaceApplicationAttachmentResponse[]","401:ErrorResponse|403:ErrorResponse","alternative","#207","메뉴 목록 또는 통합 신청 상세의 첨부 배열 사용; 단건 API 직접 호출 없음","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"220","POST","/users/me/merchant-place-applications/{applicationId}/attachments","Merchant 장소 신청 첨부파일 업로드","{""properties"":{""file"":{""format"":""binary"",""type"":""string""}},""required"":[""file""],""type"":""object""}","200:MerchantPlaceApplicationAttachmentResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantPlaceApplicationApi.ts::uploadMerchantPlaceApplicationAttachment -> src/hooks/useMerchantPlaceApplications.ts,src/hooks/useMerchantPlaceRegistrations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"221","POST","/users/me/merchant-place-applications/{applicationId}/attachments/reorder","Merchant 장소 신청 대표 이미지 순서 변경","-","200:-","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantPlaceApplicationApi.ts::reorderMerchantPlaceApplicationAttachments -> src/hooks/useMerchantPlaceApplications.ts,src/hooks/useMerchantPlaceRegistrations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"222","DELETE","/users/me/merchant-place-applications/{applicationId}/attachments/{attachmentId}","Merchant 장소 신청 첨부파일 삭제","-","204:-","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantPlaceApplicationApi.ts::deleteMerchantPlaceApplicationAttachment -> src/hooks/useMerchantPlaceApplications.ts,src/hooks/useMerchantPlaceRegistrations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"223","GET","/users/me/merchant-place-applications/{id}","Merchant 장소 신청 상세 조회","-","200:MerchantPlaceApplicationResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantPlaceApplicationApi.ts::getMerchantPlaceApplication -> src/hooks/useMerchantPlaceApplications.ts,src/hooks/useMerchantPlaceRegistrations.ts","no","해당 없음","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"224","PUT","/users/me/merchant-place-applications/{id}","Merchant 장소 신청 수정","MerchantPlaceApplicationRequest","200:MerchantPlaceApplicationResponse","400:{""oneOf"":[{""$ref"":""#/components/schemas/ErrorResponse""},{""$ref"":""#/components/schemas/ValidationErrorResponse""}]}|401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantPlaceApplicationApi.ts::updateMerchantPlaceApplication -> src/hooks/useMerchantPlaceApplications.ts,src/hooks/useMerchantPlaceRegistrations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"225","POST","/users/me/merchant-place-applications/{id}/cancel","Merchant 장소 신청 취소","-","200:MerchantPlaceApplicationResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantPlaceApplicationApi.ts::cancelMerchantPlaceApplication -> src/hooks/useMerchantPlaceApplications.ts,src/hooks/useMerchantPlaceRegistrations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"226","POST","/users/me/merchant-place-applications/{id}/reopen","Merchant 장소 신청 재개","-","200:MerchantPlaceApplicationResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantPlaceApplicationApi.ts::reopenMerchantPlaceApplication -> src/hooks/useMerchantPlaceApplications.ts,src/hooks/useMerchantPlaceRegistrations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"227","POST","/users/me/merchant-place-applications/{id}/submit","Merchant 장소 신청 제출","-","200:MerchantPlaceApplicationResponse","401:ErrorResponse|403:ErrorResponse","partial","#207","src/api/merchantPlaceApplicationApi.ts::submitMerchantPlaceApplication -> src/hooks/useMerchantPlaceApplications.ts,src/hooks/useMerchantPlaceRegistrations.ts","review-required","호출 연결 확인; 작업 UI 검증 별도","계약 존재; 실서버 QA 미수행","merchant: documented","2026-09-16T10:57:26.133Z"
"228","POST","/admin/ad","이벤트/광고 등록","AdminAdCreateRequest","201:AdminAdCreateResponse","400:-|401:-|403:-","removed","#207","호출 근거 없음","no","폼 검증","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"229","DELETE","/admin/ad/{adId}","이벤트/광고 삭제","-","204:-","401:-|403:-|404:-","removed","#207","호출 근거 없음","yes","경고 dialog + 광고 제목 재입력","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
